record_id,date,department,employee_id,team,project_code,activity,co2_kg,energy_kwh,source,location,weekday,month,quarter,cost_usd,units_used,distance_km,hours_spent,paper_kg,water_liters,waste_kg,equipment_type,carbon_score,flag_high_emission,client
143,2024-01-19,HR,E4008,Team 10,P498,Activity 8,2085.11,2943.7,Heating,Berlin,4,1,1,2005.17,554,1058.0,9.1,4.0,896.3,9.2,Flight,53.11,0,Client 36
144,2024-01-01,HR,E3623,Team 1,P193,Activity 7,4693.22,2926.2,Car,Delhi,0,1,1,2849.56,545,1456.4,10.2,46.3,73.1,89.4,Laptop,93.36,0,Client 20
145,2024-03-26,Marketing,E9829,Team 5,P491,Activity 5,1484.91,547.6,Car,Delhi,1,3,1,593.8,21,597.8,15.2,32.8,444.4,44.7,Car,81.49,1,Client 6
146,2024-04-18,Product,E2979,Team 10,P144,Activity 20,4213.61,2955.4,Car,London,3,4,2,2565.47,729,859.8,4.5,32.2,384.8,0.2,Server,35.07,1,Client 2
147,2024-06-02,Sales,E2586,Team 5,P383,Activity 11,1714.98,2044.9,Heating,Tokyo,6,6,2,1355.34,259,1389.1,7.3,40.2,714.0,22.2,AC,38.7,1,Client 12
148,2024-06-15,Operations,E7106,Team 10,P318,Activity 16,2682.15,596.0,Electricity,London,5,6,2,1249.7,848,1339.2,15.3,10.7,145.8,77.3,Server,83.15,1,Client 23
149,2024-01-26,Product,E6851,Team 9,P879,Activity 13,2341.68,890.1,Gas,Berlin,4,1,1,327.28,440,1861.6,21.1,3.1,30.6,47.5,Car,13.89,1,Client 1
150,2024-03-02,Product,E6721,Team 3,P808,Activity 17,3796.16,217.4,Gas,London,5,3,1,3623.66,32,1852.2,2.3,7.9,645.5,78.7,AC,13.13,1,Client 11
151,2024-05-31,HR,E1994,Team 6,P806,Activity 9,4222.46,938.7,Car,Tokyo,4,5,2,3318.4,664,713.1,6.4,26.7,11.5,34.8,Server,52.1,0,Client 24
152,2024-06-03,Marketing,E1026,Team 3,P237,Activity 17,612.86,1892.1,Electricity,Tokyo,0,6,2,3295.09,770,1833.4,20.6,3.4,765.4,52.9,Laptop,10.69,1,Client 21
153,2024-02-08,HR,E6691,Team 9,P431,Activity 6,1875.6,1654.4,Car,Tokyo,3,2,1,2142.48,720,791.1,6.5,34.4,158.1,88.9,Laptop,3.44,0,Client 6
154,2024-04-05,Engineering,E8912,Team 4,P394,Activity 18,2878.21,1106.2,Car,Berlin,4,4,2,3328.42,569,824.9,3.8,47.6,454.1,23.9,AC,21.41,0,Client 20
155,2024-02-27,Sales,E6403,Team 3,P293,Activity 7,498.99,131.3,Electricity,Sydney,1,2,1,3521.18,379,1246.4,22.7,24.2,619.8,95.9,Laptop,19.24,1,Client 10
156,2024-05-05,HR,E5653,Team 9,P993,Activity 8,2552.02,1863.5,Gas,Paris,6,5,2,2157.84,53,1689.5,4.8,48.3,191.1,79.0,Laptop,17.15,1,Client 32
157,2024-05-08,Sales,E6221,Team 8,P580,Activity 11,2714.59,2274.5,Heating,Paris,2,5,2,2504.94,271,1958.0,20.4,38.3,33.3,71.7,Car,11.75,1,Client 28
158,2024-03-30,Sales,E9625,Team 10,P842,Activity 16,3629.52,1642.6,Heating,London,5,3,1,1027.22,166,1467.1,12.6,42.6,374.4,76.3,Server,30.74,1,Client 17
159,2024-02-12,Marketing,E1349,Team 2,P362,Activity 5,3278.95,951.5,Gas,London,0,2,1,2884.73,770,394.2,12.0,16.8,453.6,79.6,Server,28.65,1,Client 23
160,2024-06-19,Sales,E7902,Team 2,P696,Activity 3,507.76,2676.5,Flights,London,2,6,2,2948.51,777,1407.7,15.7,13.9,46.7,26.0,Laptop,0.43,0,Client 21
161,2024-05-29,Engineering,E2038,Team 4,P622,Activity 14,1891.27,1057.8,Car,Delhi,2,5,2,623.92,544,1865.8,18.9,41.8,278.3,0.7,Car,88.63,1,Client 25
162,2024-03-02,Operations,E2224,Team 9,P599,Activity 20,1878.46,2743.8,Heating,London,5,3,1,2568.59,454,165.2,13.9,8.2,934.6,39.0,Car,48.89,1,Client 2
163,2024-05-09,Sales,E7606,Team 8,P192,Activity 8,3861.44,803.1,Car,Tokyo,3,5,2,4067.49,738,1251.4,19.5,43.9,209.7,73.8,AC,67.93,1,Client 39
164,2024-04-16,Operations,E9988,Team 2,P809,Activity 20,2810.93,503.4,Aviation,Berlin,1,4,2,2025.12,915,1460.4,14.6,38.2,48.6,9.4,Car,7.5,1,Client 23
165,2024-06-25,Product,E5303,Team 4,P399,Activity 16,3068.07,75.2,Gas,Tokyo,1,6,2,2412.94,631,1826.2,3.8,48.8,961.9,39.1,Laptop,62.67,1,Client 21
166,2024-04-04,Engineering,E9668,Team 4,P429,Activity 6,3245.62,2950.4,Gas,Paris,3,4,2,4321.81,351,392.1,23.6,37.9,705.7,91.6,Laptop,5.93,1,Client 13
167,2024-02-27,HR,E1184,Team 4,P200,Activity 19,4987.92,2223.3,Gas,Berlin,1,2,1,4820.39,597,1071.7,10.0,48.8,468.4,50.2,Flight,48.22,1,Client 40
168,2024-04-25,Finance,E3927,Team 5,P705,Activity 7,389.52,1188.3,Heating,Paris,3,4,2,2637.02,604,674.5,15.7,11.2,870.9,13.6,Laptop,27.72,0,Client 49
169,2024-04-09,Finance,E3020,Team 6,P815,Activity 7,4259.55,1281.7,Car,Berlin,1,4,2,3487.8,118,395.5,1.8,18.4,349.5,96.6,Car,51.94,1,Client 2
170,2024-06-16,HR,E7234,Team 4,P612,Activity 13,3996.57,2168.3,Heating,Delhi,6,6,2,951.73,656,1431.1,16.9,12.6,73.3,99.9,AC,44.0,1,Client 32
171,2024-02-17,Finance,E7590,Team 9,P192,Activity 10,561.64,733.4,Electricity,Paris,5,2,1,2637.38,278,1756.8,8.0,25.6,554.8,54.1,Printer,99.42,1,Client 16
172,2024-06-12,Engineering,E5702,Team 5,P771,Activity 16,2553.02,2184.3,Gas,London,2,6,2,1484.37,206,756.3,1.5,23.3,914.4,88.3,Car,71.67,1,Client 6
173,2024-05-18,Marketing,E7833,Team 2,P559,Activity 6,4762.96,301.3,Flights,New York,5,5,2,4536.64,698,57.6,13.5,24.9,95.9,33.8,Printer,24.23,0,Client 14
174,2024-02-14,Product,E3255,Team 9,P102,Activity 14,3947.64,435.9,Flights,Delhi,2,2,1,4462.59,393,466.2,2.0,25.2,242.7,10.7,Flight,24.2,0,Client 25
175,2024-03-15,Operations,E3484,Team 10,P926,Activity 14,2540.22,295.8,Gas,Tokyo,4,3,1,1149.51,499,956.8,12.1,46.8,535.4,41.2,Server,36.41,0,Client 8
176,2024-05-01,Finance,E1280,Team 3,P674,Activity 9,2702.07,2696.2,Aviation,Delhi,2,5,2,3918.82,70,867.8,13.2,23.4,449.9,84.6,Flight,66.99,0,Client 18
177,2024-01-25,HR,E7076,Team 8,P966,Activity 6,2451.01,480.9,Heating,Tokyo,3,1,1,1446.4,221,1159.7,5.9,7.8,64.7,38.5,Car,44.03,0,Client 4
178,2024-06-13,Engineering,E1620,Team 1,P332,Activity 14,2559.0,1196.7,Heating,Delhi,3,6,2,1578.65,612,1959.5,11.2,4.8,632.3,85.8,Laptop,98.79,0,Client 26
179,2024-05-30,Product,E6721,Team 6,P677,Activity 3,1606.5,433.2,Aviation,London,3,5,2,2340.51,468,375.0,9.2,31.9,756.9,44.3,Laptop,17.09,1,Client 35
180,2024-03-26,Product,E1502,Team 5,P221,Activity 15,3671.66,2719.1,Aviation,Sydney,1,3,1,3865.7,641,743.0,14.7,15.3,55.6,30.7,Flight,29.92,1,Client 38
181,2024-06-24,Sales,E6013,Team 3,P571,Activity 19,3507.42,2001.9,Car,Delhi,0,6,2,2481.8,125,917.7,23.2,14.5,766.4,13.0,Server,25.37,1,Client 42
182,2024-05-10,Engineering,E4238,Team 4,P709,Activity 16,3717.01,2085.4,Aviation,Berlin,4,5,2,3012.44,981,450.4,2.7,20.7,890.0,62.2,Car,16.44,1,Client 27
183,2024-01-21,Engineering,E3883,Team 4,P937,Activity 17,4908.59,2085.3,Car,Paris,6,1,1,3616.99,171,916.4,6.6,2.9,729.5,55.3,AC,66.88,1,Client 49
184,2024-03-18,Product,E7952,Team 8,P858,Activity 2,2015.18,493.6,Aviation,London,0,3,1,3525.69,4,931.0,17.1,23.5,107.7,24.2,Car,57.5,1,Client 44
185,2024-03-26,Operations,E3764,Team 5,P751,Activity 20,4838.41,2096.2,Aviation,New York,1,3,1,4957.76,773,1939.9,20.3,35.8,382.8,55.2,Laptop,67.14,1,Client 13
186,2024-03-23,Engineering,E7666,Team 8,P973,Activity 7,665.43,1133.2,Gas,Sydney,5,3,1,2344.0,604,1949.2,7.6,47.1,651.9,7.9,Printer,36.9,0,Client 40
187,2024-06-29,Operations,E8748,Team 3,P936,Activity 14,3972.92,328.0,Gas,London,5,6,2,604.65,784,1728.6,1.1,29.7,888.6,58.0,Flight,79.08,0,Client 26
188,2024-02-01,Operations,E2208,Team 4,P889,Activity 11,1888.08,1586.9,Car,Paris,3,2,1,4649.06,888,1427.7,10.1,41.4,234.2,39.0,Car,4.07,1,Client 20
189,2024-06-09,Engineering,E3977,Team 6,P427,Activity 12,202.01,2089.9,Flights,Paris,6,6,2,2638.51,525,1307.8,22.9,37.8,11.4,53.6,Car,0.74,0,Client 31
190,2024-04-23,Product,E3652,Team 2,P542,Activity 11,1529.51,2764.0,Gas,Delhi,1,4,2,2317.57,245,1932.6,2.3,41.9,926.0,70.0,Car,68.81,0,Client 23
191,2024-05-08,Marketing,E5006,Team 4,P750,Activity 12,1282.95,2643.9,Heating,Delhi,2,5,2,2313.06,310,1044.6,8.6,14.5,354.1,7.5,Flight,6.75,1,Client 21
192,2024-06-03,Operations,E3692,Team 8,P143,Activity 14,4649.14,715.2,Gas,London,0,6,2,1759.93,963,945.1,21.2,45.8,189.4,57.3,Flight,11.84,1,Client 30
193,2024-04-14,Sales,E2564,Team 8,P510,Activity 19,1526.16,2844.3,Flights,London,6,4,2,1735.02,417,1044.3,19.8,31.4,415.0,16.5,Laptop,5.6,0,Client 19
194,2024-01-14,Operations,E9636,Team 7,P178,Activity 8,2388.44,1749.3,Electricity,Tokyo,6,1,1,739.71,312,591.2,10.9,1.0,748.6,62.9,Flight,5.17,0,Client 11
195,2024-01-16,Sales,E4931,Team 9,P509,Activity 19,574.91,2108.6,Flights,Delhi,1,1,1,255.47,393,1240.9,23.9,7.2,275.0,10.9,AC,97.74,1,Client 37
196,2024-04-24,Marketing,E9299,Team 2,P960,Activity 10,1837.33,2083.0,Flights,New York,2,4,2,2424.64,783,1370.4,16.6,27.8,518.1,41.8,Printer,99.88,0,Client 21
197,2024-02-10,Engineering,E7627,Team 9,P715,Activity 7,2388.55,1478.3,Flights,London,5,2,1,2263.6,366,1504.6,4.9,39.3,82.6,87.3,Printer,59.64,1,Client 50
198,2024-01-06,Operations,E3584,Team 10,P666,Activity 14,1524.86,1696.9,Aviation,Sydney,5,1,1,2730.6,117,1436.4,12.0,12.9,269.8,83.7,Flight,35.01,0,Client 8
199,2024-03-31,HR,E7016,Team 7,P963,Activity 18,2583.32,2868.5,Heating,London,6,3,1,1993.33,605,50.8,1.6,9.2,217.4,4.6,Flight,33.64,0,Client 32
200,2024-06-17,Operations,E1431,Team 5,P262,Activity 17,4665.02,2858.6,Heating,London,0,6,2,3713.39,124,1348.3,16.5,0.2,990.2,57.1,Car,97.98,0,Client 17
201,2024-05-06,Operations,E2764,Team 8,P633,Activity 2,4978.41,282.8,Heating,Paris,0,5,2,4661.98,862,1991.6,11.1,18.0,79.4,21.9,Printer,52.28,1,Client 24
202,2024-05-08,Finance,E6335,Team 3,P644,Activity 12,2406.91,743.2,Car,Delhi,2,5,2,4900.72,599,1311.1,20.3,2.4,732.1,73.3,AC,41.82,1,Client 31
203,2024-05-22,Marketing,E6999,Team 4,P559,Activity 1,4001.34,2403.7,Car,Berlin,2,5,2,776.59,874,767.8,9.6,45.9,102.0,63.7,Flight,85.12,1,Client 41
204,2024-01-02,Engineering,E4367,Team 5,P953,Activity 5,3751.14,1101.5,Aviation,Sydney,1,1,1,288.08,25,1697.0,7.9,1.3,201.0,4.8,Printer,5.99,1,Client 20
205,2024-04-19,Finance,E5053,Team 7,P318,Activity 7,4284.01,2647.1,Gas,Paris,4,4,2,2183.35,181,682.3,7.3,12.4,734.6,2.7,Car,9.99,1,Client 22
206,2024-04-09,Sales,E1601,Team 1,P882,Activity 4,82.6,2983.1,Aviation,Paris,1,4,2,3208.86,756,741.2,18.0,3.5,920.9,25.1,Printer,56.65,0,Client 30
207,2024-01-25,Finance,E7958,Team 8,P945,Activity 14,3250.93,1918.0,Flights,New York,3,1,1,1515.79,769,686.9,17.7,29.2,142.3,49.2,Server,70.24,0,Client 2
208,2024-06-25,Marketing,E8151,Team 8,P680,Activity 15,3728.51,1890.9,Aviation,Sydney,1,6,2,4479.54,817,70.3,3.4,38.0,897.0,21.6,Server,1.22,1,Client 48
209,2024-02-26,Finance,E2817,Team 2,P121,Activity 12,3876.31,1490.2,Gas,Sydney,0,2,1,3436.35,440,168.2,10.3,32.1,423.6,87.1,AC,42.15,1,Client 7
210,2024-05-05,HR,E2091,Team 3,P955,Activity 2,3187.36,868.2,Heating,Sydney,6,5,2,3268.97,707,1241.8,17.7,48.5,773.4,84.7,Flight,63.7,1,Client 50
211,2024-06-08,Product,E2341,Team 8,P582,Activity 10,4618.18,2903.6,Car,Tokyo,5,6,2,108.5,54,767.7,23.1,3.2,332.7,63.2,Flight,94.49,0,Client 17
212,2024-04-21,Product,E7718,Team 4,P166,Activity 17,1228.73,2394.7,Flights,Delhi,6,4,2,3394.6,377,926.2,3.9,9.3,139.8,54.9,Flight,62.42,0,Client 29
213,2024-01-19,Operations,E6417,Team 7,P983,Activity 16,2526.0,1518.7,Car,Tokyo,4,1,1,2344.85,629,1170.3,5.6,42.2,974.1,32.2,Car,3.85,1,Client 50
214,2024-02-18,Marketing,E9785,Team 4,P638,Activity 18,4882.27,700.5,Aviation,Paris,6,2,1,4706.6,925,378.0,5.0,30.5,439.2,12.6,Printer,75.36,1,Client 46
215,2024-03-30,Sales,E6521,Team 3,P555,Activity 14,2828.41,501.4,Car,Paris,5,3,1,2118.2,932,1850.9,18.1,24.8,52.3,87.0,Printer,42.09,0,Client 30
216,2024-04-29,HR,E2731,Team 9,P850,Activity 17,4482.64,1251.2,Car,New York,0,4,2,609.04,588,1596.4,22.8,31.6,317.5,17.6,Flight,99.72,1,Client 28
217,2024-06-27,Finance,E8980,Team 4,P111,Activity 15,343.31,1351.1,Aviation,Paris,3,6,2,1155.68,897,372.9,4.9,7.2,529.1,43.6,Car,1.38,1,Client 42
218,2024-06-27,Product,E1785,Team 6,P357,Activity 7,4341.97,2794.4,Flights,New York,3,6,2,1111.85,889,848.4,22.8,0.6,279.0,54.0,Laptop,3.85,1,Client 13
219,2024-01-11,HR,E4571,Team 7,P733,Activity 12,1115.88,1722.7,Aviation,Sydney,3,1,1,284.43,398,167.8,6.0,16.9,597.5,67.7,Car,87.87,0,Client 50
220,2024-05-15,Finance,E3027,Team 5,P640,Activity 18,2472.41,1212.3,Car,New York,2,5,2,1840.79,139,1683.1,16.9,21.9,371.9,94.2,Flight,67.13,0,Client 20
221,2024-02-17,Engineering,E3771,Team 2,P373,Activity 11,1371.15,2854.6,Gas,Tokyo,5,2,1,1183.57,475,1764.2,13.7,35.9,680.5,62.5,Laptop,78.03,1,Client 23
222,2024-02-23,Sales,E4618,Team 6,P482,Activity 2,2568.84,674.0,Electricity,Sydney,4,2,1,1056.29,428,1984.8,23.3,20.2,165.7,39.6,Flight,1.98,1,Client 22
223,2024-05-15,Sales,E2215,Team 6,P463,Activity 6,1271.8,696.2,Electricity,London,2,5,2,3493.2,318,354.7,10.6,27.0,363.9,21.5,Car,2.2,0,Client 1
224,2024-03-24,HR,E6004,Team 5,P444,Activity 17,3420.93,1208.2,Gas,Delhi,6,3,1,4914.86,235,553.8,21.3,10.1,158.7,24.5,Laptop,69.6,0,Client 26
225,2024-04-03,Engineering,E7331,Team 10,P690,Activity 13,4092.69,1327.0,Electricity,London,2,4,2,990.13,631,1858.6,9.3,2.4,193.2,77.4,Car,77.3,1,Client 12
226,2024-05-02,Product,E7335,Team 5,P380,Activity 14,2940.82,2316.9,Heating,Paris,3,5,2,3126.79,103,77.9,6.6,27.0,511.4,41.1,Printer,67.03,0,Client 30
227,2024-02-13,Finance,E4480,Team 9,P108,Activity 16,2993.41,178.2,Car,Sydney,1,2,1,2371.19,361,950.7,15.3,13.8,898.9,14.9,AC,95.09,0,Client 35
228,2024-03-11,HR,E5462,Team 2,P711,Activity 18,651.97,21.1,Electricity,Paris,0,3,1,792.29,172,352.6,2.6,17.3,427.8,57.8,Printer,38.52,0,Client 41
229,2024-02-17,Product,E7452,Team 7,P597,Activity 9,536.68,2382.1,Aviation,Paris,5,2,1,3527.38,499,552.2,12.3,49.8,492.6,98.1,Flight,63.27,0,Client 44
230,2024-01-05,Marketing,E1477,Team 6,P959,Activity 9,2226.46,2827.1,Aviation,London,4,1,1,3118.47,354,1217.9,8.3,0.9,124.3,82.8,Flight,88.66,1,Client 19
231,2024-01-24,Engineering,E6909,Team 9,P300,Activity 11,4277.61,179.0,Heating,Tokyo,2,1,1,2529.32,217,374.7,1.2,33.6,395.8,5.5,Flight,73.32,1,Client 33
232,2024-05-27,Engineering,E3679,Team 10,P530,Activity 1,4418.78,1278.8,Heating,Tokyo,0,5,2,4708.46,341,1685.2,3.5,40.3,157.4,76.1,Car,79.44,0,Client 2
233,2024-02-23,Operations,E6983,Team 7,P316,Activity 2,3325.43,2004.4,Gas,New York,4,2,1,1108.95,405,1864.2,15.0,20.8,684.1,97.4,Laptop,15.3,0,Client 20
234,2024-06-20,Finance,E2914,Team 2,P420,Activity 9,1036.34,1017.1,Electricity,Tokyo,3,6,2,4581.2,818,169.4,23.4,32.5,736.1,0.1,Server,67.74,0,Client 5
235,2024-02-17,Marketing,E5432,Team 6,P524,Activity 11,471.95,575.9,Heating,Berlin,5,2,1,1415.53,561,890.9,3.6,5.1,556.8,23.6,Server,28.59,0,Client 35
236,2024-01-10,Sales,E8130,Team 10,P977,Activity 16,1801.43,2623.4,Gas,Berlin,2,1,1,930.31,741,645.5,21.1,19.5,252.1,76.4,Flight,78.63,0,Client 15
237,2024-06-03,HR,E2335,Team 3,P152,Activity 8,2322.26,2007.5,Aviation,Sydney,0,6,2,3779.2,962,1961.7,12.9,45.1,705.2,74.7,Flight,23.04,1,Client 15
238,2024-01-30,HR,E5863,Team 1,P484,Activity 15,4873.57,982.3,Car,Tokyo,1,1,1,2763.3,541,232.2,11.3,13.4,941.7,23.5,AC,36.65,1,Client 40
239,2024-06-19,Finance,E1884,Team 6,P105,Activity 6,2420.57,2689.2,Car,London,2,6,2,1476.56,20,790.2,20.2,13.0,171.3,65.5,Car,76.98,0,Client 50
240,2024-06-20,Marketing,E7253,Team 6,P497,Activity 13,1915.76,490.8,Aviation,New York,3,6,2,2720.16,268,345.0,17.3,36.8,779.1,39.6,AC,25.12,1,Client 8
241,2024-04-26,HR,E7160,Team 3,P981,Activity 17,3441.63,1854.3,Gas,New York,4,4,2,2507.58,821,1135.6,13.0,12.7,400.0,65.9,Server,64.37,1,Client 32
242,2024-03-01,HR,E3017,Team 1,P809,Activity 10,1308.01,2774.0,Gas,New York,4,3,1,4072.42,504,348.6,4.6,47.4,179.6,98.8,Laptop,64.93,0,Client 8
243,2024-05-11,HR,E6346,Team 4,P263,Activity 19,87.19,2017.4,Gas,Paris,5,5,2,4581.58,244,307.6,8.8,11.3,961.7,84.0,Flight,74.13,1,Client 31
244,2024-06-17,Operations,E6631,Team 3,P261,Activity 16,4980.18,396.2,Electricity,Paris,0,6,2,1811.75,678,1580.2,17.3,17.2,872.3,2.0,Laptop,46.85,1,Client 13
245,2024-06-19,Sales,E1443,Team 4,P596,Activity 1,2009.17,1860.9,Heating,London,2,6,2,4772.98,839,853.8,8.9,20.4,870.3,28.4,Server,99.85,1,Client 7
246,2024-05-24,Marketing,E6723,Team 7,P766,Activity 13,892.36,2460.2,Electricity,London,4,5,2,2456.38,117,1230.2,22.8,34.3,90.0,74.9,Flight,48.35,0,Client 15
247,2024-03-10,Marketing,E9295,Team 4,P559,Activity 3,4774.47,2617.6,Car,Tokyo,6,3,1,4856.2,365,1778.4,14.0,31.8,143.7,3.7,AC,44.3,1,Client 18
248,2024-01-24,Marketing,E8236,Team 7,P332,Activity 5,4127.54,1687.3,Aviation,Delhi,2,1,1,699.23,189,81.3,12.5,23.3,427.8,80.8,AC,33.91,1,Client 2
249,2024-04-21,Finance,E8807,Team 6,P446,Activity 10,3413.55,1480.2,Aviation,Berlin,6,4,2,1119.42,36,75.2,4.7,44.1,291.2,61.4,Flight,63.87,1,Client 49
250,2024-04-01,Product,E1756,Team 8,P999,Activity 1,1113.52,134.7,Heating,Sydney,0,4,2,2941.15,887,980.5,14.9,36.8,921.9,63.5,Server,56.81,0,Client 30
251,2024-06-18,Engineering,E5342,Team 4,P983,Activity 2,509.89,1018.3,Car,New York,1,6,2,2903.48,44,10.3,23.8,23.0,275.3,11.7,Laptop,55.83,0,Client 8
252,2024-04-02,Engineering,E4084,Team 8,P940,Activity 5,2225.13,2113.9,Aviation,London,1,4,2,2210.3,405,868.4,3.4,8.9,729.3,80.4,Flight,1.04,1,Client 5
253,2024-06-14,Sales,E1329,Team 7,P171,Activity 13,2467.58,544.2,Gas,London,4,6,2,674.05,354,164.8,5.8,11.1,712.1,78.9,Laptop,24.11,0,Client 40
254,2024-03-30,Operations,E9650,Team 8,P890,Activity 14,4465.35,2076.9,Flights,Paris,5,3,1,1746.87,547,1122.4,9.9,27.9,155.1,29.0,AC,38.61,0,Client 23
255,2024-02-03,Operations,E9011,Team 4,P733,Activity 14,3251.3,2913.5,Gas,Delhi,5,2,1,3245.64,776,1866.2,1.9,8.1,400.0,0.4,AC,87.07,0,Client 17
256,2024-04-22,Finance,E6391,Team 8,P694,Activity 4,580.07,2883.6,Gas,London,0,4,2,1856.74,170,1948.1,9.6,31.0,936.4,29.0,Printer,12.12,1,Client 26
257,2024-05-19,Sales,E5757,Team 2,P936,Activity 7,3141.34,2210.3,Aviation,New York,6,5,2,4594.04,445,1465.1,23.4,5.1,568.7,42.8,Car,38.24,1,Client 30
258,2024-05-20,Sales,E5384,Team 3,P300,Activity 15,4054.16,570.8,Flights,Delhi,0,5,2,3839.74,52,971.8,20.1,8.9,913.8,1.0,AC,17.92,1,Client 18
259,2024-04-13,Marketing,E1300,Team 9,P588,Activity 2,2838.74,1211.8,Gas,Delhi,5,4,2,1960.18,309,713.0,17.2,28.4,577.5,23.7,AC,60.89,1,Client 7
260,2024-06-06,Sales,E6794,Team 3,P721,Activity 17,4639.63,488.1,Heating,Sydney,3,6,2,1543.04,105,775.9,17.0,40.8,109.7,51.5,Laptop,55.34,1,Client 23
261,2024-06-11,Marketing,E4041,Team 8,P233,Activity 14,2231.22,1330.6,Gas,Berlin,1,6,2,642.13,937,1058.5,6.9,34.6,530.3,9.9,Car,27.55,1,Client 12
262,2024-06-17,Product,E5294,Team 3,P565,Activity 4,1400.14,2913.8,Gas,New York,0,6,2,3974.06,129,1560.8,6.7,23.3,100.1,91.4,Printer,4.01,1,Client 14
263,2024-06-20,Product,E3711,Team 9,P206,Activity 5,4458.9,461.2,Electricity,Berlin,3,6,2,3049.61,229,1326.5,9.5,30.2,54.9,44.8,AC,44.4,1,Client 10
264,2024-01-25,Engineering,E5621,Team 3,P149,Activity 17,4318.3,2232.1,Flights,Sydney,3,1,1,1118.74,329,391.1,17.7,13.7,392.6,21.6,Flight,47.56,1,Client 45
265,2024-06-10,Engineering,E6474,Team 10,P923,Activity 4,3579.13,706.4,Car,Sydney,0,6,2,3529.5,373,577.6,19.8,18.2,141.7,54.6,Printer,36.8,1,Client 49
266,2024-06-19,Sales,E6227,Team 9,P265,Activity 4,1629.31,648.4,Heating,London,2,6,2,3569.51,227,1565.3,9.6,31.7,865.6,96.3,Printer,28.89,0,Client 7
267,2024-05-09,HR,E8109,Team 6,P553,Activity 14,3210.07,1126.4,Heating,Tokyo,3,5,2,409.07,867,568.7,23.9,14.5,246.6,9.8,Printer,87.34,1,Client 35
268,2024-02-21,Operations,E1177,Team 1,P947,Activity 10,3643.95,1708.8,Gas,Sydney,2,2,1,3519.2,971,1386.7,12.5,9.1,926.2,12.6,Flight,66.68,1,Client 26
269,2024-03-19,Finance,E1590,Team 1,P878,Activity 16,835.68,2632.7,Flights,Delhi,1,3,1,132.05,848,1709.9,6.5,33.5,120.9,68.7,Laptop,89.57,1,Client 36
270,2024-02-14,Operations,E1331,Team 4,P364,Activity 9,1282.92,2655.8,Aviation,London,2,2,1,1557.15,575,209.7,17.2,41.0,68.6,82.4,AC,71.49,1,Client 34
271,2024-02-13,Product,E6431,Team 4,P932,Activity 19,82.03,2965.0,Aviation,New York,1,2,1,4550.46,250,1894.1,19.5,23.8,154.9,39.2,Flight,99.97,0,Client 24
272,2024-01-17,HR,E2680,Team 10,P216,Activity 13,100.04,1398.5,Aviation,Sydney,2,1,1,3834.89,766,1026.6,12.8,15.8,3.3,22.0,Flight,51.76,0,Client 41
273,2024-04-22,HR,E5175,Team 10,P239,Activity 20,466.27,1769.9,Car,New York,0,4,2,3126.25,59,73.4,14.3,47.0,422.0,19.0,Server,34.73,1,Client 32
274,2024-04-15,Operations,E3825,Team 8,P480,Activity 16,4458.33,2097.4,Heating,Delhi,0,4,2,2094.55,351,1380.9,5.0,1.3,723.5,76.0,Printer,76.52,0,Client 43
275,2024-02-05,Finance,E1172,Team 9,P261,Activity 9,3099.05,2166.9,Electricity,Berlin,0,2,1,988.26,30,1850.8,9.2,45.7,465.5,89.7,Flight,48.75,1,Client 36
276,2024-02-08,Marketing,E9593,Team 3,P184,Activity 12,4612.28,1947.2,Flights,New York,3,2,1,2246.15,393,512.0,5.2,16.1,564.5,24.2,Printer,36.87,1,Client 2
277,2024-06-05,Finance,E5411,Team 5,P804,Activity 6,2838.18,1424.5,Car,Berlin,2,6,2,2197.88,692,1568.4,20.2,0.9,670.9,26.5,AC,18.72,1,Client 7
278,2024-04-25,Product,E9101,Team 1,P498,Activity 9,2082.16,1462.8,Gas,Delhi,3,4,2,4374.2,994,1990.7,1.3,6.3,886.4,88.1,Server,83.38,1,Client 41
279,2024-03-15,Finance,E6999,Team 5,P310,Activity 8,1840.84,736.1,Aviation,Sydney,4,3,1,3464.46,398,644.0,13.4,17.8,258.9,49.6,Laptop,95.91,0,Client 43
280,2024-07-01,Operations,E5269,Team 10,P317,Activity 20,1892.42,770.8,Flights,Delhi,0,7,3,4197.66,629,303.7,24.0,42.2,614.4,73.2,Laptop,34.47,1,Client 46
281,2024-05-29,Operations,E5180,Team 6,P385,Activity 17,3459.35,2446.0,Electricity,Delhi,2,5,2,538.0,250,1174.4,8.0,42.3,376.1,52.0,Printer,17.41,1,Client 48
282,2024-03-24,HR,E7295,Team 9,P497,Activity 16,2830.33,1344.2,Electricity,London,6,3,1,3737.47,681,90.6,4.5,45.9,873.2,97.5,Flight,27.18,0,Client 37
283,2024-04-07,Sales,E8257,Team 7,P614,Activity 6,2631.65,1938.2,Gas,Sydney,6,4,2,3304.16,620,1955.5,18.2,10.3,330.6,65.4,Laptop,9.08,1,Client 16
284,2024-04-22,Engineering,E5750,Team 3,P782,Activity 18,2331.62,2812.0,Heating,Berlin,0,4,2,3954.64,33,1919.6,15.8,38.4,484.6,70.0,Server,54.46,1,Client 43
285,2024-03-13,Operations,E1016,Team 2,P732,Activity 1,2722.05,1270.1,Electricity,Paris,2,3,1,1564.8,310,1585.9,3.9,9.6,605.9,81.1,Car,35.15,1,Client 12
